Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
579;2025/10/23 17:34:33 746;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
580;2025/10/23 17:34:33 761;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
581;2025/10/23 17:34:33 775;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
582;2025/10/23 17:34:33 788;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
583;2025/10/23 17:34:33 803;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
584;2025/10/23 17:34:33 817;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
585;2025/10/23 17:34:33 829;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
586;2025/10/23 17:34:33 843;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
587;2025/10/23 17:34:33 859;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
588;2025/10/23 17:34:33 871;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
589;2025/10/23 17:34:33 885;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
590;2025/10/23 17:34:33 900;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
591;2025/10/23 17:34:33 914;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
592;2025/10/23 17:34:33 927;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
593;2025/10/23 17:34:33 941;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
594;2025/10/23 17:34:33 956;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
595;2025/10/23 17:34:33 968;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
596;2025/10/23 17:34:33 985;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
597;2025/10/23 17:34:33 998;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
598;2025/10/23 17:34:34 12;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
599;2025/10/23 17:34:34 26;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
600;2025/10/23 17:34:34 40;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
601;2025/10/23 17:34:34 52;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
602;2025/10/23 17:34:34 67;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
603;2025/10/23 17:34:34 81;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
604;2025/10/23 17:34:34 95;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
605;2025/10/23 17:34:34 107;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
606;2025/10/23 17:34:34 123;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
607;2025/10/23 17:34:34 137;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
608;2025/10/23 17:34:34 151;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
609;2025/10/23 17:34:34 164;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
610;2025/10/23 17:34:34 178;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
611;2025/10/23 17:34:34 193;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
612;2025/10/23 17:34:34 206;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
613;2025/10/23 17:34:34 220;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
614;2025/10/23 17:34:34 234;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
615;2025/10/23 17:34:34 247;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
616;2025/10/23 17:34:34 261;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
617;2025/10/23 17:34:34 274;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
618;2025/10/23 17:34:34 288;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
619;2025/10/23 17:34:34 304;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
620;2025/10/23 17:34:34 317;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
621;2025/10/23 17:34:34 331;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
622;2025/10/23 17:34:34 345;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
623;2025/10/23 17:34:34 360;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
624;2025/10/23 17:34:34 372;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
625;2025/10/23 17:34:34 386;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
626;2025/10/23 17:34:34 401;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
627;2025/10/23 17:34:34 415;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
628;2025/10/23 17:34:34 429;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
629;2025/10/23 17:34:34 443;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
630;2025/10/23 17:34:34 456;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
631;2025/10/23 17:34:34 471;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
632;2025/10/23 17:34:34 484;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
633;2025/10/23 17:34:34 498;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
634;2025/10/23 17:34:34 512;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
635;2025/10/23 17:34:34 526;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
636;2025/10/23 17:34:34 539;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
637;2025/10/23 17:34:34 553;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
638;2025/10/23 17:34:34 586;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
639;2025/10/23 17:34:34 621;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
640;2025/10/23 17:34:34 637;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
641;2025/10/23 17:34:34 651;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
642;2025/10/23 17:34:34 663;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
643;2025/10/23 17:34:34 678;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
644;2025/10/23 17:34:34 693;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
645;2025/10/23 17:34:34 706;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
646;2025/10/23 17:34:34 720;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
647;2025/10/23 17:34:34 732;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
648;2025/10/23 17:34:34 747;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
649;2025/10/23 17:34:34 760;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
650;2025/10/23 17:34:34 774;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
651;2025/10/23 17:34:34 788;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
652;2025/10/23 17:34:34 802;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
653;2025/10/23 17:34:34 817;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
654;2025/10/23 17:34:34 831;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
655;2025/10/23 17:34:34 844;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
656;2025/10/23 17:34:34 858;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
657;2025/10/23 17:34:34 871;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
658;2025/10/23 17:34:34 886;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
659;2025/10/23 17:34:34 899;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
660;2025/10/23 17:34:34 913;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
661;2025/10/23 17:34:34 926;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
662;2025/10/23 17:34:34 940;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
663;2025/10/23 17:34:34 953;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
664;2025/10/23 17:34:34 967;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
665;2025/10/23 17:34:34 983;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
666;2025/10/23 17:34:34 996;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
667;2025/10/23 17:34:35 10;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
668;2025/10/23 17:34:35 24;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
669;2025/10/23 17:34:35 38;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
670;2025/10/23 17:34:35 52;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
671;2025/10/23 17:34:35 65;(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);(0.00, 0.87, 0.00);(0.00000, 0.00000, 0.00000, 1.00000);---;---;---;---;---;---;(-0.07, 0.91, -0.02);(0.00000, 0.00000, 0.00000, 1.00000);
